DATO,DISTRIKTSTYPE,Bydel,Born,Famtype,Antal,FAMTYP
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,1,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,19,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,12,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,7,162
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,10,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Indre By,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,20,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,16,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,51,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,82,121
20160331,Bydele,Indre By,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,1,162
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,2,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,3,122
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,71,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,5,141
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,49,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,194,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,288,121
20160331,Bydele,Indre By,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,14,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,11,162
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,2,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,12,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,15,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,5,162
20160331,Bydele,Indre By,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,9,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,3,132
20160331,Bydele,Indre By,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Indre By,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,38,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,4,141
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,33,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,174,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,131,121
20160331,Bydele,Indre By,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,20,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,9,162
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,11,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,7,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,23,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,6,162
20160331,Bydele,Indre By,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,8,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,3,132
20160331,Bydele,Indre By,Familier med 3 børn,Enlig mand,1,112
20160331,Bydele,Indre By,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,30,131
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,21,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,47,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,50,121
20160331,Bydele,Indre By,Familier uden børn,Ikke hjemmeboende børn,3,183
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,9,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,2,162
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,1,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,6,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,10,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,1,162
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,1,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Indre By,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Indre By,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,47,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,14,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,69,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,91,121
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,14,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,8,162
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,10,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,9,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,1,162
20160331,Bydele,Indre By,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,6,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,39,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,15,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,105,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,197,121
20160331,Bydele,Indre By,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,10,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,11,162
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,2,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,22,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,11,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,5,162
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Indre By,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,11,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,46,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,3,141
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,69,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,267,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,308,121
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,23,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,13,162
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,6,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,30,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,18,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,8,162
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Indre By,Familier med 2 børn,Enlig mand,4,112
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,10,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Indre By,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Indre By,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,22,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,129,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,243,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,64,121
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,11,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,12,162
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,5,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,3,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,14,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,2,162
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Indre By,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,1,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,7,132
20160331,Bydele,Indre By,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,41,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,3,141
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,18,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,148,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,158,121
20160331,Bydele,Indre By,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,18,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,9,162
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,6,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,15,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,16,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,2,162
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Indre By,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,7,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,6,132
20160331,Bydele,Indre By,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Indre By,Familier med over 3 børn,Enlig kvinde,2,122
20160331,Bydele,Indre By,Familier med over 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,165,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,3,141
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,2,151
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,21,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,92,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,104,121
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,30,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,17,162
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,6,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,9,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,44,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,8,162
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,7,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,7,132
20160331,Bydele,Indre By,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Indre By,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,157,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,3,141
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,78,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,315,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,341,121
20160331,Bydele,Indre By,Familier uden børn,Ikke hjemmeboende børn,4,183
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,38,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,36,162
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,9,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,45,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,40,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,14,162
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,3,172
20160331,Bydele,Indre By,Familier med 2 børn,Enlig mand,3,112
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,15,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,13,132
20160331,Bydele,Indre By,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Indre By,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,137,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,79,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,265,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,223,121
20160331,Bydele,Indre By,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,29,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,19,162
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,5,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,18,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,18,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,8,162
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,10,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,8,132
20160331,Bydele,Indre By,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Indre By,Familier med 3 børn,Par samlevende og samboende,2,172
20160331,Bydele,Indre By,Familier med 3 børn,Enlig mand,1,112
20160331,Bydele,Indre By,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,95,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,5,141
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,114,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,420,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,455,121
20160331,Bydele,Indre By,Familier uden børn,Ikke hjemmeboende børn,4,183
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,34,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,20,162
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,7,172
20160331,Bydele,Indre By,Familier med 1 barn,Enlig mand,10,112
20160331,Bydele,Indre By,Familier med 1 barn,Enlig kvinde,33,122
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,27,132
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,16,162
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Indre By,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Indre By,Familier med 2 børn,Enlig kvinde,21,122
20160331,Bydele,Indre By,Familier med 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Indre By,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Indre By,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Indre By,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Indre By,Familier med over 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,4,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,2,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,10,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,8,121
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Indre By,Familier med 2 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Indre By,Familier med 2 børn,Par samlevende og samboende,2,162
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,50,131
20160331,Bydele,Indre By,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Indre By,Familier uden børn,Par samlevende og samboende,29,171
20160331,Bydele,Indre By,Familier uden børn,Enlig mand,144,111
20160331,Bydele,Indre By,Familier uden børn,Enlig kvinde,185,121
20160331,Bydele,Indre By,Familier med 1 barn,Ægtepar og reg. partnere,13,132
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,3,162
20160331,Bydele,Indre By,Familier med 1 barn,Par samlevende og samboende,2,172
